id,order_date,ship_mode,customer_id,sales,name,segment,state,city,store_id,total_price,base_price,units_sold,year,month
102330,2014-12-29,Standard,AI-10855,408.768,Arianne Irving,Consumer,Pennsylvania,Philadelphia,9490,312.7875,312.7875,26,2014,12
102645,2014-01-23,Standard,IM-15055,40.08,Ionia McGrath,Consumer,California,Roseville,9813,227.2875,227.2875,8,2014,1
102652,2014-04-06,Standard,AY-10555,199.99,Andy Yotov,Corporate,California,Oceanside,9823,111.8625,111.8625,15,2014,4
102673,2014-11-01,Standard,KH-16630,1044.44,Ken Heidel,Corporate,Texas,San Antonio,9823,177.4125,177.4125,26,2014,11
102869,2014-09-09,Second,LC-17140,233.244,Logan Currie,Consumer,Texas,Dallas,9909,241.5375,241.5375,33,2014,9
103058,2014-07-23,First,AG-10270,99.98,Alejandro Grove,Consumer,Utah,West Jordan,8023,195.225,195.225,67,2014,7
103100,2014-12-20,First,AB-10105,1107.66,Adrian Barton,Consumer,Arizona,Phoenix,8222,188.1,188.1,78,2014,12
103191,2014-09-22,Standard,VG-21805,331.536,Vivek Grady,Corporate,Virginia,Virginia Beach,8319,182.4,182.4,34,2014,9
103219,2014-11-09,Standard,BF-11215,56.52,Benjamin Farhat,Home Office,New Mexico,Albuquerque,8398,104.7375,104.7375,81,2014,11
103310,2014-05-10,Standard,GM-14680,1769.784,Greg Matthias,Consumer,Washington,Seattle,8555,161.7375,161.7375,11,2014,5
103373,2014-05-18,Standard,BS-11755,779.796,Bruce Stewart,Consumer,Colorado,Denver,8869,177.4125,213.0375,37,2014,5
103401,2014-11-21,Standard,GR-14560,12.96,Georgia Rosenberg,Corporate,California,San Francisco,8911,86.925,86.925,25,2014,11
103492,2014-10-10,Standard,CM-12715,1488.774,Craig Molinari,Corporate,Texas,Huntsville,9112,213.0375,213.0375,33,2014,10
103590,2014-11-30,Standard,JL-15505,62.28,Jeremy Lonsdale,Consumer,New York,New York City,9190,205.9125,205.9125,70,2014,11
103660,2014-08-25,Standard,MW-18220,1007.944,Mitch Webber,Consumer,New York,New York City,9273,234.4125,234.4125,22,2014,8
103702,2014-09-12,Standard,AF-10885,63.924,Art Foster,Consumer,Kentucky,Louisville,9281,312.7875,312.7875,20,2014,9
103744,2014-02-23,Standard,MG-17875,11.364,Michael Grace,Home Office,New York,New York City,9371,141.075,169.575,64,2014,2
103800,2014-01-03,Standard,DP-13000,16.448,Darren Powers,Consumer,Indiana,New Albany,9439,129.675,129.675,28,2014,1
103849,2014-05-11,Standard,PG-18895,225.016,Paul Gonzalez,Consumer,Minnesota,Rochester,9432,197.3625,205.2,59,2014,5
103989,2014-03-19,First,MC-17605,590.762,Matt Connell,Corporate,Michigan,Detroit,9532,131.8125,131.8125,43,2014,3
104178,2014-08-25,Standard,JM-15265,176.14,Janet Molinari,Corporate,New York,New York City,9731,134.6625,134.6625,26,2014,8
104269,2014-03-01,Second,DB-13060,457.568,Dave Brooks,Consumer,Washington,Seattle,9813,198.7875,198.7875,37,2014,3
104283,2014-06-27,Standard,LM-17065,616.14,Liz MacKendrick,Consumer,Ohio,Springfield,9823,111.15,111.15,28,2014,6
104402,2014-06-17,Standard,DB-13660,65.97,Duane Benoit,Consumer,New York,Oceanside,9876,232.9875,232.9875,7,2014,6
104472,2014-06-02,Standard,CK-12325,133.128,Christine Kargatis,Home Office,Utah,Orem,9881,318.4875,498.0375,69,2014,6
104773,2014-12-08,Standard,TB-21175,60.416,Thomas Boland,Corporate,Texas,Houston,8121,212.325,212.325,34,2014,12
104780,2014-05-21,Standard,BT-11530,31.84,Bradley Talbott,Home Office,California,Los Angeles,8218,128.9625,128.9625,7,2014,5
104829,2014-11-18,Second,JG-15805,21.98,John Grady,Corporate,New York,New York City,8319,163.1625,163.1625,36,2014,11
105165,2014-09-07,First,SZ-20035,469.043,Sam Zeldin,Home Office,California,Pico Rivera,9147,140.3625,165.3,128,2014,9
105249,2014-11-28,Same Day,DH-13675,460.092,Duane Huffman,Home Office,Massachusetts,Quincy,9221,128.25,128.25,61,2014,11
105270,2014-11-11,Standard,AP-10915,143.128,Arthur Prichep,Consumer,Florida,Palm Coast,9250,118.275,133.95,101,2014,11
105340,2014-11-22,First,EH-14185,6.928,Evan Henry,Consumer,Alabama,Decatur,9281,158.175,158.175,26,2014,11
105417,2014-01-07,Standard,VS-21820,87.158,Vivek Sundaresam,Consumer,California,Los Angeles,9430,104.7375,104.7375,91,2014,1
106054,2014-01-06,First,JO-15145,12.78,Jack O'Briant,Corporate,Pennsylvania,Philadelphia,9879,86.925,86.925,17,2014,1
106229,2014-06-07,Second,NR-18550,268.935,Nick Radford,Consumer,Illinois,Aurora,8091,117.5625,132.525,47,2014,6
106264,2014-12-26,Standard,CK-12595,15.39,Clytie Kelty,Consumer,Ohio,Grove City,8095,498.0375,498.0375,14,2014,12
106376,2014-12-05,Standard,BS-11590,1280.992,Brendan Sweed,Corporate,Arizona,Gilbert,8222,138.225,167.4375,157,2014,12
106439,2014-10-31,Standard,GG-14650,1007.936,Greg Guthrie,Corporate,Tennessee,Bristol,8317,89.0625,89.0625,26,2014,10
106572,2014-09-05,Standard,NP-18700,264.32,Nora Preis,Consumer,California,Fresno,8438,312.7875,312.7875,27,2014,9
106719,2014-08-24,Same Day,RB-19645,8.288,Robert Barroso,Corporate,Nevada,North Las Vegas,9043,327.0375,327.0375,29,2014,8
106803,2014-12-29,Standard,DC-13285,144.36,Debra Catini,Consumer,Minnesota,Cottage Grove,9147,137.5125,165.3,63,2014,12
106971,2014-09-02,Standard,BM-11785,475.944,Bryan Mills,Consumer,Ohio,Columbus,9279,142.5,177.4125,12,2014,9
107139,2014-07-05,Standard,DP-13390,180.96,Dennis Pardue,Home Office,Illinois,Peoria,9436,158.175,158.175,22,2014,7
107153,2014-09-28,Standard,GZ-14545,46.26,George Zrebassa,Corporate,Massachusetts,Lawrence,9456,86.925,86.925,24,2014,9
107181,2014-02-04,Standard,DB-13270,117.136,Deborah Brumfield,Home Office,California,San Diego,9479,235.8375,235.8375,12,2014,2
107454,2014-11-02,Standard,RD-19720,124.2,Roger Demir,Consumer,Florida,Daytona Beach,9731,213.0375,213.0375,50,2014,11
107573,2014-12-12,Standard,PB-19150,23.472,Philip Brown,Consumer,California,Los Angeles,9823,498.0375,498.0375,27,2014,12
107706,2014-02-14,Second,ST-20530,16.176,Shui Tom,Consumer,Ohio,Parma,9880,131.8125,131.8125,27,2014,2
107769,2014-10-28,Standard,BT-11395,257.98,Bill Tyler,Corporate,Michigan,Detroit,9909,118.275,118.275,51,2014,10
107818,2014-09-08,Standard,MC-17275,1771.52,Marc Crier,Consumer,Louisiana,Lafayette,9961,205.9125,205.9125,78,2014,9
107916,2014-08-24,First,JP-15460,25.952,Jennifer Patt,Corporate,New York,Oceanside,8094,227.2875,227.2875,45,2014,8
108147,2014-06-08,Standard,RD-19480,1745.36,Rick Duston,Consumer,Washington,Olympia,8398,498.0375,478.0875,18,2014,6
108182,2014-02-06,Second,DL-13315,8.952,Delfina Latchford,Consumer,New York,New York City,8422,205.9125,205.9125,26,2014,2
108189,2014-10-02,First,ES-14080,598.144,Erin Smith,Corporate,Florida,Melbourne,8422,469.5375,469.5375,5,2014,10
108609,2014-10-31,Second,AJ-10780,1421.664,Anthony Jacobs,Corporate,Virginia,Springfield,9281,126.825,126.825,65,2014,10
108707,2014-10-24,Standard,DB-12910,10.368,Daniel Byrd,Home Office,Florida,Tampa,9439,84.7875,84.7875,19,2014,10
108861,2014-05-28,Standard,MM-17260,136.96,Magdelene Morse,Consumer,Delaware,Wilmington,9490,312.7875,312.7875,27,2014,5
108903,2014-10-03,Same Day,DO-13435,212.952,Denny Ordway,Consumer,Florida,Pembroke Pines,9532,188.8125,188.8125,63,2014,10
109043,2014-08-15,First,CS-12355,243.6,Christine Sundaresam,Consumer,Georgia,Roswell,9680,200.925,200.925,37,2014,8
109134,2014-11-05,Standard,DE-13255,20.04,Deanra Eno,Home Office,Ohio,Springfield,9770,235.125,235.125,29,2014,11
109232,2014-01-13,Second,ND-18370,545.94,Natalie DeCherney,Consumer,Kentucky,Louisville,9837,498.0375,498.0375,18,2014,1
109680,2014-10-06,First,VP-21760,386.34,Victoria Pisteka,Corporate,California,San Francisco,8121,141.075,212.325,184,2014,10
109890,2014-07-21,Standard,PG-18820,35.98,Patrick Gardner,Consumer,California,San Francisco,8562,140.3625,213.0375,247,2014,7
109918,2014-09-07,Second,LR-17035,131.84,Lisa Ryan,Corporate,Pennsylvania,Philadelphia,8869,140.3625,213.0375,399,2014,9
109932,2014-12-09,First,VP-21760,247.784,Victoria Pisteka,Corporate,California,San Francisco,8991,230.1375,230.1375,28,2014,12
110072,2014-10-22,Standard,MG-17680,93.888,Maureen Gastineau,Home Office,Ohio,Newark,9147,141.7875,141.7875,74,2014,10
110100,2014-04-25,Standard,LC-16885,302.376,Lena Creighton,Consumer,California,Roseville,9164,234.4125,234.4125,55,2014,4
110184,2014-07-12,Standard,BF-11170,505.686,Ben Ferrer,Home Office,California,Los Angeles,9250,213.0375,213.0375,15,2014,7
110219,2014-05-05,First,EB-13870,127.869,Emily Burns,Consumer,Utah,Orem,9279,69.825,87.6375,54,2014,5
110352,2014-11-23,Standard,ED-13885,23.68,Emily Ducich,Home Office,California,San Diego,9439,198.7875,198.7875,37,2014,11
110422,2014-01-21,Second,TB-21400,25.248,Tom Boeckenhauer,Consumer,Washington,Seattle,9436,469.5375,469.5375,4,2014,1
110611,2014-10-06,Standard,JD-16015,83.92,Joy Daniels,Consumer,Illinois,Chicago,9611,498.0375,498.0375,3,2014,10
110639,2014-08-23,Same Day,RH-19495,71.84,Rick Hansen,Consumer,Minnesota,Rochester,9613,498.0375,498.0375,21,2014,8
110786,2014-12-29,Standard,AJ-10795,1365.63,Anthony Johnson,Corporate,Florida,Saint Petersburg,9789,69.825,89.0625,66,2014,12
110849,2014-04-18,Standard,JL-15835,323.458,John Lee,Consumer,California,Mission Viejo,9823,498.0375,498.0375,32,2014,4
111003,2014-06-01,Standard,CR-12625,334.68,Corey Roper,Home Office,New Jersey,Lakewood,9881,105.45,105.45,90,2014,6
111059,2014-02-03,Second,TB-21400,97.112,Tom Boeckenhauer,Consumer,Washington,Seattle,9909,498.0375,498.0375,16,2014,2
111150,2014-12-31,Standard,RW-19630,77.21,Rob Williams,Corporate,Texas,Dallas,8095,105.45,104.7375,324,2014,12
111157,2014-03-02,Standard,NH-18610,154.624,Nicole Hansen,Corporate,Texas,Irving,8095,140.3625,140.3625,150,2014,3
111192,2014-07-30,Standard,TS-21430,1367.84,Tom Stivers,Corporate,California,Los Angeles,8094,140.3625,227.2875,323,2014,7
111360,2014-11-24,Standard,AT-10435,5.742,Alyssa Tate,Home Office,California,Los Angeles,8317,178.125,205.2,69,2014,11
111451,2014-12-26,First,KL-16555,855.272,Kelly Lampkin,Corporate,Colorado,Colorado Springs,8422,160.3125,160.3125,16,2014,12
111773,2014-06-29,Standard,JK-15625,13.92,Jim Karlsson,Consumer,Washington,Seattle,9190,234.4125,234.4125,24,2014,6
111857,2014-04-23,Second,NM-18445,48.91,Nathan Mautz,Home Office,New York,New York City,9273,469.5375,469.5375,15,2014,4
111871,2014-03-18,Second,EK-13795,1198.33,Eileen Kiefer,Home Office,California,Santa Ana,9279,227.2875,227.2875,29,2014,3
111899,2014-05-04,First,NC-18340,43.312,Nat Carroll,Consumer,Michigan,Lansing,9281,469.5375,469.5375,7,2014,5
111962,2014-09-29,Standard,EB-14170,817.798,Evan Bailliet,Consumer,North Carolina,Wilmington,9442,177.4125,177.4125,10,2014,9
112291,2014-04-03,Standard,KE-16420,233.45,Katrina Edelman,Corporate,Tennessee,Bristol,9632,129.675,129.675,26,2014,4
112403,2014-03-31,Same Day,JO-15280,0.852,Jas O'Carroll,Consumer,California,Los Angeles,9770,69.825,87.6375,64,2014,3
112718,2014-12-16,Standard,KN-16450,1.167,Kean Nguyen,Corporate,Florida,Jacksonville,9954,141.075,213.0375,102,2014,12
112837,2014-09-11,Standard,LW-17125,127.95,Liz Willingham,Consumer,Connecticut,Norwich,8094,469.5375,469.5375,4,2014,9
112851,2014-09-17,Standard,NR-18550,182.94,Nick Radford,Consumer,Illinois,Aurora,8063,180.975,180.975,88,2014,9
113047,2014-10-24,Same Day,AP-10915,11.85,Arthur Prichep,Consumer,Florida,Palm Coast,8398,104.7375,104.7375,114,2014,10
113166,2014-12-24,First,LF-17185,9.568,Luke Foster,Consumer,Florida,Miami,8562,200.2125,230.85,93,2014,12
113271,2014-07-09,Standard,DS-13030,172.097,Darrin Sayre,Home Office,Washington,Seattle,9043,213.0375,213.0375,15,2014,7
113320,2014-12-12,Second,LH-17155,30.72,Logan Haushalter,Consumer,California,San Francisco,9112,218.7375,218.7375,93,2014,12
113383,2014-09-10,First,SF-20065,336.82,Sandra Flanagan,Consumer,Pennsylvania,Philadelphia,9164,234.4125,234.4125,77,2014,9
113579,2014-12-13,Second,KD-16345,90.24,Katherine Ducich,Consumer,California,San Francisco,9371,327.0375,327.0375,15,2014,12
113859,2014-09-13,Standard,BC-11125,340.116,Becky Castell,Home Office,Arizona,Peoria,9672,140.3625,137.5125,43,2014,9
113880,2014-03-01,Standard,VF-21715,651.588,Vicky Freymann,Home Office,Indiana,Columbus,9611,138.225,139.65,68,2014,3
113929,2014-06-16,Standard,CK-12205,115.952,Chloris Kastensmidt,Consumer,Pennsylvania,Philadelphia,9632,74.8125,109.0125,13,2014,6
113964,2014-09-23,Standard,JP-16135,18.464,Julie Prescott,Home Office,Georgia,Columbus,9680,469.5375,469.5375,8,2014,9
114125,2014-07-09,Standard,GH-14410,68.704,Gary Hansen,Home Office,Arizona,Glendale,9823,141.075,213.0375,405,2014,7
114195,2014-11-01,First,EA-14035,94.264,Erin Ashbrook,Corporate,North Carolina,Charlotte,9845,498.0375,498.0375,44,2014,11
114251,2014-11-05,Standard,MD-17350,1476.834,Maribeth Dona,Consumer,Arkansas,Fayetteville,9879,312.7875,312.7875,23,2014,11
114314,2014-10-11,Standard,DB-13555,16.23,Dorothy Badders,Corporate,Florida,Jacksonville,9890,241.5375,241.5375,49,2014,10
114321,2014-08-20,Standard,NC-18535,1417.35,Nick Crebassa,Corporate,Texas,Dallas,9890,498.0375,498.0375,15,2014,8
114335,2014-09-28,Standard,XP-21865,337.088,Xylona Preis,Consumer,California,San Diego,9909,169.575,213.0375,85,2014,9
114517,2014-12-23,Standard,TH-21235,109.836,Tiffany House,Corporate,Texas,Dallas,8023,194.5125,194.5125,299,2014,12
114643,2014-06-13,Standard,FM-14215,14.52,Filia McAdams,Corporate,Ohio,Dublin,8317,141.075,212.325,154,2014,6
115049,2014-09-26,Standard,MM-17920,153.824,Michael Moore,Consumer,California,San Francisco,9190,66.975,109.0125,30,2014,9
115056,2014-05-02,Same Day,AR-10510,26.136,Andrew Roberts,Consumer,Pennsylvania,Philadelphia,9190,191.6625,191.6625,164,2014,5
115161,2014-01-31,First,LC-17050,290.666,Liz Carlisle,Consumer,California,Mission Viejo,9281,86.2125,86.925,45,2014,1
115259,2014-08-25,Second,RC-19960,199.256,Ryan Crowe,Consumer,Ohio,Columbus,9430,498.0375,498.0375,8,2014,8
115336,2014-11-18,Standard,AB-10600,14.48,Ann Blume,Corporate,Arizona,Tucson,9436,312.7875,312.7875,19,2014,11
115812,2014-06-09,Standard,BH-11710,3714.304,Brosina Hoffman,Consumer,California,Los Angeles,9809,177.4125,177.4125,9,2014,6
116239,2014-03-04,Same Day,CL-12565,354.9,Clay Ludtke,Consumer,Iowa,Urbandale,8121,210.1875,210.1875,40,2014,3
116407,2014-11-15,Standard,JF-15190,362.176,Jamie Frazer,Consumer,California,Los Angeles,8438,469.5375,469.5375,9,2014,11
116568,2014-12-14,Standard,BM-11785,186.304,Bryan Mills,Consumer,Ohio,Columbus,9092,205.9125,205.9125,24,2014,12
116666,2014-05-08,First,KT-16480,1799.97,Kean Thornton,Consumer,New York,Buffalo,9164,448.1625,448.1625,14,2014,5
116757,2014-06-30,Standard,MS-17980,47.232,Michael Stewart,Corporate,Texas,Dallas,9273,86.925,86.925,31,2014,6
116785,2014-04-26,Standard,MH-17290,34.0,Marc Harrigan,Home Office,California,Los Angeles,9279,230.85,284.2875,47,2014,4
116834,2014-10-11,Standard,Dp-13240,408.47,Dean percer,Home Office,Utah,Murray,9328,200.925,234.4125,21,2014,10
116932,2014-07-21,Standard,ME-18010,1173.616,Michelle Ellison,Corporate,California,San Francisco,9425,205.2,205.2,41,2014,7
117016,2014-03-04,Standard,SC-20095,15.552,Sanjit Chand,Consumer,California,Concord,9479,205.9125,205.9125,27,2014,3
117345,2014-08-01,Standard,BF-10975,202.896,Barbara Fisher,Corporate,North Carolina,Charlotte,9789,89.0625,89.0625,53,2014,8
117464,2014-07-22,Second,NP-18325,1136.092,Naresj Patel,Consumer,Virginia,Waynesboro,9845,310.65,310.65,84,2014,7
117639,2014-05-21,Standard,MW-18235,3333.9,Mitch Willingham,Corporate,Virginia,Virginia Beach,9954,469.5375,469.5375,1,2014,5
117709,2014-05-04,Standard,PM-18940,46.8,Paul MacIntyre,Consumer,Michigan,Jackson,8095,106.1625,106.1625,253,2014,5
117765,2014-09-07,Standard,RB-19465,643.78,Rick Bensley,Home Office,Illinois,Chicago,8063,133.95,160.3125,54,2014,9
118304,2014-04-29,Standard,KH-16360,19.98,Katherine Hughes,Consumer,Pennsylvania,Philadelphia,9164,448.1625,448.1625,14,2014,4
119032,2014-11-27,Standard,MS-17770,3.76,Maxwell Schwartz,Consumer,New York,New York City,9823,204.4875,204.4875,108,2014,11
119144,2014-11-16,First,JD-16150,730.8525,Justin Deggeller,Corporate,Minnesota,Minneapolis,9876,226.575,226.575,3,2014,11
119151,2014-11-25,Second,MP-18175,1393.872,Mike Pelletier,Home Office,California,Laguna Niguel,9876,213.0375,213.0375,69,2014,11
119172,2014-05-11,Standard,HD-14785,122.052,Harold Dahlen,Home Office,Pennsylvania,Philadelphia,9879,227.2875,227.2875,12,2014,5
119375,2014-11-17,Standard,YC-21895,3116.49,Yoseph Carroll,Corporate,California,San Francisco,8094,131.8125,131.8125,29,2014,11
119466,2014-12-15,Standard,SP-20860,8.544,Sung Pak,Corporate,Pennsylvania,Philadelphia,8058,498.0375,498.0375,23,2014,12
119529,2014-11-03,Second,DM-13345,5.76,Denise Monton,Corporate,Georgia,Roswell,8218,205.9125,205.9125,5,2014,11
119977,2014-10-08,Second,DN-13690,123.92,Duane Noonan,Consumer,California,San Francisco,9190,240.825,240.825,70,2014,10
120096,2014-07-04,First,KE-16420,209.968,Katrina Edelman,Corporate,Tennessee,Bristol,9281,178.125,213.0375,24,2014,7
120411,2014-09-20,First,SB-20185,504.55,Sarah Brown,Consumer,New Hampshire,Concord,9672,106.1625,106.1625,59,2014,9
120474,2014-12-01,First,RP-19390,2854.48,Resi Polking,Consumer,Ohio,Cleveland,9613,498.0375,498.0375,12,2014,12
120544,2014-11-23,Standard,SS-20140,46.088,Saphhira Shifley,Corporate,Rhode Island,Warwick,9713,213.0375,213.0375,31,2014,11
120670,2014-11-02,Standard,JK-16120,799.92,Julie Kriz,Home Office,Illinois,Aurora,9823,337.725,337.725,15,2014,11
120775,2014-10-03,Standard,RD-19930,57.908,Russell D'Ascenzo,Consumer,Texas,Austin,9872,462.4125,462.4125,10,2014,10
120838,2014-03-23,Second,PO-18865,935.152,Patrick O'Donnell,Consumer,Michigan,Westland,9881,106.875,106.875,80,2014,3
120887,2014-09-27,Standard,TS-21205,87.54,Thomas Seio,Corporate,New Jersey,Hackensack,9909,221.5875,221.5875,78,2014,9
120950,2014-11-06,Standard,GA-14515,43.68,George Ashbrook,Consumer,California,San Francisco,9984,132.525,132.525,10,2014,11
121006,2014-11-10,Standard,SC-20020,1194.87,Sam Craven,Consumer,Texas,Plano,8095,361.2375,498.0375,105,2014,11
121167,2014-11-28,Second,MO-17500,17.248,Mary O'Rourke,Consumer,New York,New York City,8218,194.5125,194.5125,39,2014,11
121286,2014-11-04,Second,ON-18715,66.616,Odella Nelson,Corporate,Minnesota,Eagan,8422,128.9625,128.9625,17,2014,11
121573,2014-11-03,Standard,SG-20605,840.712,Speros Goranitis,Consumer,New York,New York City,9164,202.35,202.35,83,2014,11
121629,2014-11-28,Standard,BT-11680,998.85,Brian Thompson,Consumer,Ohio,Newark,9221,88.35,88.35,19,2014,11
121664,2014-05-06,Standard,HP-14815,140.736,Harold Pawlan,Home Office,Texas,Fort Worth,9250,178.125,213.0375,39,2014,5
121727,2014-08-19,Standard,JK-15625,10.72,Jim Karlsson,Consumer,Washington,Seattle,9281,210.9,210.9,28,2014,8
121762,2014-02-14,Standard,ML-17395,560.55,Marina Lichtenstein,Corporate,California,Los Angeles,9371,105.45,104.7375,74,2014,2
122070,2014-04-22,Second,AH-10030,257.752,Aaron Hawkins,Corporate,Pennsylvania,Philadelphia,9611,106.1625,106.1625,213,2014,4
122336,2014-04-13,Second,JD-15895,630.746,Jonathan Doherty,Corporate,Pennsylvania,Philadelphia,9837,140.3625,140.3625,91,2014,4
122567,2014-02-16,Standard,MN-17935,9.04,Michael Nguyen,Consumer,Texas,Dallas,9961,133.2375,133.2375,34,2014,2
122588,2014-11-25,Second,AR-10540,52.96,Andy Reiter,Consumer,New York,New York City,9984,89.0625,89.0625,5,2014,11
122609,2014-11-12,Standard,DP-13000,153.112,Darren Powers,Consumer,Indiana,New Albany,9984,177.4125,177.4125,10,2014,11
122679,2014-07-22,Standard,AB-10255,19.68,Alejandro Ballentine,Home Office,Ohio,Lorain,8063,87.6375,87.6375,35,2014,7
122749,2014-12-03,Standard,NG-18430,479.96,Nathan Gelder,Consumer,Ohio,Cincinnati,8058,355.5375,498.0375,59,2014,12
122882,2014-09-07,Standard,SB-20290,539.074,Sean Braxton,Corporate,Texas,Houston,8392,355.5375,469.5375,10,2014,9
123127,2014-09-08,Standard,SP-20620,16.78,Stefania Perrino,Corporate,Pennsylvania,Philadelphia,9092,205.9125,205.9125,25,2014,9
123225,2014-07-11,First,MN-17935,586.336,Michael Nguyen,Consumer,Texas,Dallas,9164,448.1625,448.1625,5,2014,7
123295,2014-07-18,Same Day,AH-10120,259.136,Adrian Hane,Home Office,Arizona,Tucson,9250,134.6625,131.8125,69,2014,7
123316,2014-10-13,Standard,SP-20545,7.752,Sibella Parks,Corporate,New York,New York City,9273,86.925,86.925,30,2014,10
123323,2014-11-07,Standard,LH-16900,123.144,Lena Hernandez,Consumer,Delaware,Dover,9273,233.7,233.7,20,2014,11
123344,2014-09-24,Standard,JD-16060,211.96,Julia Dunbar,Consumer,California,San Francisco,9279,232.275,284.2875,33,2014,9
123477,2014-01-18,Second,DW-13195,64.864,David Wiener,Corporate,Texas,Houston,9439,178.125,212.325,76,2014,1
123498,2014-11-07,First,TC-20980,100.398,Tamara Chand,Corporate,Washington,Seattle,9425,178.125,213.0375,14,2014,11
124023,2014-04-07,First,PJ-19015,8.96,Pauline Johnson,Consumer,California,Santa Ana,9845,190.95,190.95,128,2014,4
124079,2014-12-13,Standard,RF-19345,93.174,Randy Ferguson,Corporate,New Hampshire,Dover,9879,86.925,85.5,33,2014,12
124394,2014-10-17,Second,TB-21520,130.756,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,8222,106.1625,106.1625,82,2014,10
124429,2014-05-27,Same Day,MH-17785,926.44,Maya Herman,Corporate,New York,Lindenhurst,8121,177.4125,295.6875,97,2014,5
124478,2014-08-08,Standard,MA-17560,1109.725,Matt Abelman,Home Office,Texas,Houston,8317,211.6125,211.6125,39,2014,8
124513,2014-09-21,Standard,SL-20155,66.03,Sara Luxemburg,Home Office,Florida,Jacksonville,8392,234.4125,234.4125,26,2014,9
124618,2014-05-02,Second,CS-11860,479.984,Cari Schnelling,Consumer,North Carolina,Jacksonville,8555,177.4125,295.6875,79,2014,5
124646,2014-06-22,First,DV-13465,663.75,Dianna Vittorini,Consumer,Colorado,Denver,8562,498.0375,498.0375,18,2014,6
124688,2014-08-27,First,CC-12610,1812.01,Corey Catlett,Corporate,Pennsylvania,Philadelphia,8991,186.675,186.675,74,2014,8
124702,2014-11-18,Standard,MH-17785,867.74,Maya Herman,Corporate,New York,Lindenhurst,8991,178.125,213.0375,16,2014,11
124709,2014-07-27,Second,GW-14605,238.0,Giulietta Weimer,Consumer,Washington,Seattle,8911,229.425,229.425,16,2014,7
